H He Li Be B C N O F Ne Na Mg Al Si P S Cl Ar K Ca Sc Ti V Cr Mn Fe Co Ni Cu Zn 
1.000000000000000000e+00 3.236575029715160201e-01 1.053260441893524820e-09 1.607862731712111278e-16 1.445348889626918301e-12 7.057757403228604809e-04 2.627741956016482836e-04 3.263025423294570095e-03 2.265584705194402224e-07 3.131826905422992972e-04 3.689733154819891258e-06 1.083187843880016832e-04 3.792386562125432513e-06 5.427049147916506062e-04 2.119364960425685659e-06 4.204253171139334068e-04 1.977369632429510362e-06 1.133606297306790598e-04 2.955198753090938432e-06 1.004007541709235342e-04 7.131991640027374471e-09 8.461348017463466359e-07 6.580844155770679580e-08 3.334665976791743563e-06 2.322859288577037748e-06 2.158831327859951643e-04 3.589378782333596303e-07 1.596689591138616450e-05 2.539877420229543164e-08 7.172281558857339372e-08
1.000000000000000000e+00 3.237184841401212765e-01 1.050554710161981970e-09 1.227508923006423752e-15 1.774747854026765160e-12 7.422257440782035684e-04 2.135396714075799810e-04 2.031494061575802625e-03 1.306891778968539363e-07 2.524983630054575962e-04 2.124213857149004639e-06 6.968369530024098369e-05 3.743167955034726571e-06 1.875986694267030644e-04 6.867334863814398491e-07 9.596127523307068066e-05 3.722614637692943671e-07 2.209490196891611985e-05 4.382765025421996541e-07 2.112737024264638587e-05 2.311586882076993892e-09 1.993338729135888413e-07 1.213514858222161408e-08 1.539756145432822729e-06 8.705688066772212670e-07 1.839460875484461846e-04 3.032917236935054343e-07 1.341452303963569515e-05 2.158035745208333474e-08 6.624829865342055936e-08
1.000000000000000000e+00 3.237947098999978679e-01 1.024220029563740535e-09 5.353999666705014318e-17 1.379649559178221821e-12 4.045006615168597565e-04 1.333510290522030340e-05 1.299581197301436213e-03 9.381624370184299915e-09 1.306548090574389501e-04 9.801861056158626709e-07 7.956174498979998590e-05 1.123400912574105631e-06 1.902823709540184846e-04 7.436357436016619252e-07 9.798446078472792164e-05 2.725153489332470514e-07 1.727748314624137540e-05 1.465775090762101182e-07 1.221302926761803947e-05 7.844803966849774190e-10 7.156987499735987258e-07 3.625652075017967713e-08 5.243607601063755337e-06 1.178135504230682048e-06 2.682918479011178986e-04 2.320956493902568592e-06 7.078894227769922732e-05 1.935210217697790423e-07 1.323093744361052082e-06
1.000000000000000000e+00 3.235910694815485877e-01 1.495904673671350049e-09 5.369725539021021672e-17 2.755111805389932893e-12 3.464195460017052111e-04 4.486513299665392378e-05 1.687132889307192381e-03 1.406685206918602532e-08 4.236420579102669211e-04 3.052868436520012463e-06 1.597122877340136494e-04 6.481343458812386743e-06 1.705545245610855210e-04 5.585184056291941642e-07 7.412972160372312638e-05 1.323965182440320875e-07 1.218439388254053345e-05 5.398851198409509478e-08 9.637657815476727969e-06 4.764013230809721402e-10 2.166829715287483094e-07 2.276495879944160921e-08 2.611699579389222838e-06 9.029831135234753806e-07 1.945193209262899227e-04 2.988044533390429454e-07 7.342217125910236803e-06 2.921595495571982793e-08 2.128186465991681652e-07
1.000000000000000000e+00 3.240037805093938794e-01 1.071732174577949963e-09 5.367559488115487115e-17 6.416055217486870055e-12 4.890810547294639505e-04 1.713594260047056567e-04 1.302791759977269242e-03 4.354885955689396058e-08 1.474581465540504132e-04 1.279728876286637998e-06 8.266065564806571750e-05 1.327236772582256121e-06 1.898327141639349880e-04 7.832378982540377963e-07 9.856139649697680564e-05 2.746353431061340462e-07 1.692187247751963326e-05 1.437275367099055519e-07 1.192226413538051790e-05 7.236682083093661112e-10 7.071802445515290876e-07 3.584998601162724996e-08 5.152100599084172556e-06 1.100426573930370637e-06 2.620933517792598281e-04 2.311798833959514201e-06 6.890215599000445426e-05 1.904298184809007523e-07 1.219869559824830485e-06
1.000000000000000000e+00 3.244362318646050736e-01 1.590350570508122212e-09 5.360157821101329855e-17 7.253379537623759299e-12 4.323352290000123123e-04 3.396079241935662701e-05 1.355958735143709785e-03 1.194725684906704220e-08 1.288157409021137279e-04 8.139159946287291031e-07 7.794153482065940288e-05 1.008253960724902665e-06 1.860607128776552534e-04 7.261313299587170550e-07 9.587161556693100982e-05 2.653143076746296524e-07 1.682201788806663749e-05 1.396270214047118991e-07 1.188288995259461898e-05 7.100528454946062374e-10 6.953314499824607921e-07 3.517610447458939409e-08 5.109641141663607343e-06 1.144814747120937094e-06 2.604006626934119058e-04 2.269345898920369773e-06 6.896649290704963875e-05 1.903129105020783652e-07 1.314185094859713012e-06
1.000000000000000000e+00 3.243167040259781753e-01 1.556462776071743463e-09 5.360288234421217708e-17 2.830899612466776422e-12 4.470484120586698659e-04 3.377693116215181655e-05 1.771132030629043487e-03 1.228963136418361664e-08 2.611062136489453677e-04 1.904181816077566002e-06 1.067613254833342306e-04 2.434366733252077284e-06 7.397162316138582909e-05 9.268144639011390979e-07 2.456521227784357392e-05 6.690714642798023640e-08 2.839010132292328181e-06 1.319681309798374126e-08 1.293394293755597354e-06 1.635001533057612214e-10 7.169962500156170944e-07 2.011042867421795896e-07 1.550450717746820132e-05 7.982248708153605266e-07 7.362331949712725082e-05 8.829623148012314568e-08 2.802835682175250405e-06 4.780208692833659528e-09 8.874947825053115308e-09
1.000000000000000000e+00 3.245601493138888238e-01 1.571317386693709320e-09 5.360246885100024431e-17 6.417233951391001912e-12 4.335513079001207743e-04 3.428762915187661190e-05 1.339745815012660917e-03 1.201345002105758412e-08 1.342202632371237482e-04 8.713123999119625807e-07 7.308948087687703243e-05 9.223947884787163342e-07 1.802395009991827662e-04 6.466235192577998336e-07 9.686524358876019410e-05 2.590087880867784050e-07 1.805761801114173310e-05 1.511745232015361561e-07 1.341420088247623226e-05 2.230282503277943314e-09 8.601166615983505454e-07 5.138893494842544787e-08 6.332906928400420957e-06 1.335677142562553400e-06 3.085856345929832516e-04 4.390267832472399924e-06 1.517649527217211820e-04 1.507542885866799515e-06 1.754142316672092314e-05
1.000000000000000000e+00 3.247084405661532780e-01 1.558895569823276355e-09 5.360067685564864387e-17 5.569381049016604677e-12 4.350024656696977149e-04 3.451252617680609626e-05 1.291398739468894996e-03 1.206415338323338875e-08 1.248929792548478474e-04 8.159847972959693149e-07 6.701061255272288406e-05 8.019407602251800533e-07 1.727530000605316757e-04 5.273216525672771258e-07 9.656654585092043638e-05 2.337211022831865450e-07 1.901013399651913758e-05 1.573035619187607156e-07 1.468931210672698613e-05 3.623360186574841131e-09 1.003753090159432893e-06 6.284386307222338537e-08 6.919610700526269251e-06 1.456564007772792565e-06 3.468346648902746938e-04 6.121286792418346713e-06 2.112460745321718058e-04 2.707304416552212364e-06 3.169278269736341806e-05
1.000000000000000000e+00 3.243196662175515388e-01 1.410980351307726774e-09 5.358107781270882321e-17 8.855997335894000473e-12 4.555057344113765312e-04 3.617812154725680220e-05 2.103416193688339986e-03 1.256764200741513038e-08 2.592760118549249353e-04 2.317964843814244438e-06 1.176253797240237221e-04 1.652460277498931272e-06 2.425200870926790995e-04 9.435321574724397418e-07 1.225153272348505061e-04 3.594521044839977644e-07 2.123332235045943028e-05 1.869290434127954879e-07 1.418648852512351458e-05 5.371598603316409345e-10 7.261289897320688080e-07 4.585803610563800285e-08 7.475993526192092351e-06 1.340446986865577557e-06 2.547733277200606920e-04 3.649435857354182168e-07 1.217330635717055693e-05 1.101205901753878519e-08 3.092778365353173573e-08
