H He Li Be B C N O F Ne Na Mg Al Si P S Cl Ar K Ca Sc Ti V Cr Mn Fe Co Ni Cu Zn 
1.000000000000000000e+00 1.000000000000000056e-01 2.039999999999999986e-09 2.629999999999999901e-11 6.170000000000000407e-10 2.449999999999999921e-04 8.509999999999999498e-05 4.899999999999999842e-04 3.019999999999999911e-08 1.000000000000000048e-04 2.139999999999999840e-06 3.470000000000000319e-05 2.950000000000000131e-06 3.470000000000000319e-05 3.200000000000000067e-07 1.840000000000000001e-05 1.910000000000000030e-07 2.510000000000000109e-06 1.319999999999999909e-07 2.290000000000000098e-06 1.480000000000000059e-09 1.050000000000000005e-07 1.000000000000000021e-08 4.680000000000000085e-07 2.879999999999999848e-07 2.820000000000000105e-05 8.320000000000000386e-08 1.779999999999999898e-06 1.619999999999999948e-08 3.979999999999999905e-08
1.000000000000000000e+00 3.162783459098948979e-01 1.052143702750399307e-09 2.193345015181885906e-18 7.362102995999940078e-16 4.423377629269066715e-05 5.158813552366698016e-06 1.897111514407959524e-04 2.517452409817116085e-08 1.388338545781304491e-05 7.849333356314968667e-08 3.776314676215597029e-06 1.578188940483170137e-07 1.330780328998477687e-05 3.907550010215318399e-08 6.550124283366768943e-06 2.153996143343733755e-08 1.421284493229143613e-06 2.127301432582160507e-08 1.164642083518319277e-06 1.075876192523315127e-10 1.220675335523456238e-08 7.061818382748028145e-10 9.662800235620463546e-08 4.118181710918293303e-08 9.965592110038107483e-06 1.283484223649620102e-08 7.896570895318957356e-07 1.361631094757513450e-09 4.243268510414298942e-09
1.000000000000000000e+00 3.162638884481132062e-01 1.051966452227692663e-09 1.035155815371107625e-20 5.389317724075124677e-15 1.919069193793664289e-05 1.129839255052639665e-06 1.219330049883900175e-04 3.499823259670556464e-10 3.331710716079782671e-05 2.091537149335425293e-07 1.138005784539506546e-05 4.446445664154108277e-07 1.161118275726668316e-05 4.046529382274105757e-08 5.106480497022553125e-06 8.350941749526593215e-09 8.370993051625144065e-07 3.038902937019042684e-09 6.674228557783036984e-07 2.810998320082487716e-11 1.325386704911352268e-08 1.164477821513981957e-09 1.790005308148632100e-07 4.455249274584182419e-08 1.049605694470150831e-05 1.255356495514339142e-08 3.310852001762368388e-07 1.632346258859675629e-09 8.660304871178543308e-09
1.000000000000000000e+00 3.162642415095840986e-01 1.051966243504787663e-09 1.040785649425009608e-20 5.391022945501355862e-15 1.903949509400013445e-05 1.130020620379328699e-06 1.197142432037379231e-04 3.494916715968915540e-10 3.080053240698000372e-05 1.953467127534454909e-07 1.143797957041242269e-05 4.424022013776426327e-07 1.160977571804963656e-05 4.160257180551234271e-08 4.952724182912340754e-06 8.819736154445692128e-09 8.001094373295269500e-07 3.150280242996923994e-09 6.292573718223371759e-07 2.828897752942440196e-11 1.427197188318493651e-08 1.474358544843513864e-09 1.607071096388066883e-07 4.160583256886212095e-08 1.119287436924947122e-05 1.739351419373175181e-08 3.987079659935616314e-07 1.779694700915591054e-09 1.442817634221675092e-08
1.000000000000000000e+00 3.162646132594827408e-01 1.051965985680623274e-09 1.044656363108209618e-20 5.392922783045845962e-15 1.888886658249126790e-05 1.130248561906416807e-06 1.175015300348437457e-04 3.490004252944062622e-10 2.826498441683046394e-05 1.813755538385707064e-07 1.149558869073499330e-05 4.401382608465596779e-07 1.159866493637219166e-05 4.272885077249204627e-08 4.790595708391222096e-06 9.280143705681593134e-09 7.613354090451631970e-07 3.255450179777607465e-09 5.891856520536823550e-07 2.845666417175832000e-11 1.527154052912483429e-08 1.765708598526083743e-09 1.417835199792439606e-07 3.853602624176683747e-08 1.186870354442479265e-05 2.201822319798808238e-08 4.635793910612116701e-07 1.925201261349061019e-09 2.002079663828157374e-08
1.000000000000000000e+00 3.162397552903341014e-01 1.054313767866367530e-09 3.253959397365823263e-24 4.538222850534531451e-15 2.097770336313068061e-05 7.379106676344592774e-06 1.231624876086260948e-04 1.859324149895177218e-09 3.406164422123183241e-05 2.206896205930553565e-07 1.164105158585226787e-05 4.570812914900943075e-07 1.180287704154348868e-05 4.175883491214976008e-08 5.167846909850740947e-06 8.490071544886977332e-09 8.432329290760561982e-07 3.030498255572171594e-09 6.725485054764109287e-07 2.778705696708679284e-11 1.343443608143038232e-08 1.174215218090878841e-09 1.797601953019210913e-07 4.260147854942649744e-08 1.042845997977899499e-05 1.252505814141664539e-08 3.252743448452270551e-07 1.637652464174104563e-09 8.851416685128701902e-09
1.000000000000000000e+00 3.162400716850571336e-01 1.054313835906599541e-09 3.253959455755598363e-24 4.539875330934281079e-15 2.082348650153403546e-05 7.375724086369895773e-06 1.209680054895923262e-04 1.858803621101618903e-09 3.157281647475265713e-05 2.068727156264726095e-07 1.169845615400916307e-05 4.547569521345728739e-07 1.180562748027747427e-05 4.289162555750759061e-08 5.014215652431303903e-06 8.958170592042321996e-09 8.060944633139766149e-07 3.141708502032603868e-09 6.344166774155470073e-07 2.796177402094867152e-11 1.444603798870821171e-08 1.483673458374174865e-09 1.615066473854956609e-07 3.965206187451827922e-08 1.112492554495408214e-05 1.736951585752989928e-08 3.928467944002775864e-07 1.784515735692897230e-09 1.462387333993513195e-08
1.000000000000000000e+00 3.162404061821296186e-01 1.054313861507172998e-09 3.253959372679982718e-24 4.541610390793226445e-15 2.066938640168681577e-05 7.372391337163914582e-06 1.187766567640480693e-04 1.858282521247294039e-09 2.905332838137326251e-05 1.928699321819100372e-07 1.175471249816341436e-05 4.523979203113239156e-07 1.179881065973696295e-05 4.401311290447515601e-08 4.852354376964192005e-06 9.417922402931598011e-09 7.671487539855058538e-07 3.246541753258009639e-09 5.944216639017735060e-07 2.812641988331068962e-11 1.544027833895094805e-08 1.774791826689751726e-09 1.426197357741224762e-07 3.658424275426373127e-08 1.180059854173257237e-05 2.199878414413328156e-08 4.576891588083624327e-07 1.929447565040199737e-09 2.022034891143863281e-08
1.000000000000000000e+00 3.162673348885427504e-01 1.054355149737346138e-09 5.837606026120544861e-18 1.178002352207990102e-15 3.441107024462093102e-05 6.390684442190880319e-06 7.439866681907096331e-05 1.605952898829890691e-09 1.339450478624757887e-05 7.627485934385459109e-08 3.768693285262087781e-06 1.189724069356230167e-07 8.915365159963514107e-06 2.040283931872418692e-08 3.387073118919605713e-06 6.963407886062182247e-09 6.753055729753912692e-07 5.528797652513469614e-09 5.836884490805300091e-07 2.179980342381827276e-11 8.115996814808113198e-09 3.601373106700963465e-10 7.261855013637193935e-08 2.877794618678899990e-08 9.760863862655074524e-06 1.564182364533316237e-08 7.806452297856016149e-07 3.436646597167780183e-10 2.764655677615920338e-09
1.000000000000000000e+00 3.162476722661393680e-01 1.054492540457178680e-09 1.495308790122350377e-19 3.487120853393629518e-16 4.863436839186940729e-05 1.173719975076844119e-05 2.192805171003219542e-04 2.524815272666595330e-08 1.412935284410025760e-05 6.207095377975432660e-08 3.958165582930023059e-06 1.509258558418105270e-07 1.383512154826387419e-05 3.071573268855054420e-08 6.812268300561825705e-06 1.870465715144519385e-08 1.485990547793850455e-06 1.854899657720615655e-08 1.295048981726579359e-06 7.686500494809499231e-11 1.136943543872022910e-08 4.109561515203700205e-10 8.752986582397797131e-08 2.915593698183556332e-08 9.794992639711704512e-06 1.228114523585948646e-08 7.864258442910254267e-07 1.560750923737229280e-09 4.717941375527431420e-09
1.000000000000000000e+00 3.162508249351664302e-01 1.054443707444683489e-09 7.145650549276823997e-20 2.166571685612596383e-17 4.270624518140043123e-05 1.513523650279117707e-05 2.295068462709232463e-04 1.194298279966472479e-08 2.090038495799983028e-05 1.813664278619493014e-07 6.028489789156751157e-06 2.381361454302538587e-07 2.804185292895468269e-05 1.195711643785060611e-07 2.018794724046422628e-05 9.997197042223746760e-08 5.388022594854327941e-06 1.371367401814999457e-07 4.628876273279063966e-06 3.968177933708553561e-10 4.168559771524532845e-08 3.240838284009252962e-09 1.738919270443212433e-07 1.002099627150110203e-07 1.095128444712781779e-05 1.630262393704108300e-08 8.837601266814926406e-07 3.206800273825166662e-10 2.154705468886239542e-09
1.000000000000000000e+00 3.162575218762680440e-01 1.054456759664621417e-09 2.435602402641737889e-18 8.852181770513507904e-16 4.474973152522830611e-05 1.091798524494775761e-05 1.806273041998001597e-04 1.863730501844383274e-08 1.494303366513283970e-05 8.601595604453485489e-08 4.070551004608229981e-06 1.591500960484623514e-07 1.355438744183842270e-05 3.824119842073608966e-08 6.783868912996615003e-06 2.244756272221845322e-08 1.511221273616375937e-06 2.372999635645138614e-08 1.277268308134022481e-06 9.784746767597876425e-11 1.272351477897827295e-08 6.923606552379684860e-10 9.315378500643673820e-08 3.777846770581076619e-08 9.906822715107877357e-06 1.350178957694619327e-08 7.959739294902077831e-07 1.097697302169632100e-09 3.866800355666018486e-09
1.000000000000000000e+00 3.163159559866172144e-01 1.052061178207010613e-09 3.253954315718678579e-24 8.386504041765542757e-20 2.289098582182416306e-05 8.205445533997843703e-07 8.661458817870236568e-05 1.460352499903379151e-10 7.920816533479479286e-06 4.075142683919426834e-08 4.837681154043850369e-06 5.272572420986184566e-08 1.064058635891918924e-05 3.466065439662801229e-08 5.076697796822249692e-06 9.817914113981889861e-09 9.272345908226922902e-07 6.661523681935730249e-09 6.964533851073445017e-07 3.323013336156305338e-11 4.745615576426308929e-08 1.536195859501565254e-09 2.681881062710639697e-07 4.604436548900863672e-08 1.680910404975385032e-05 2.066490933989955642e-07 3.933306064879604828e-06 1.592782692716953287e-08 6.984335218369982558e-08
