H He Li Be B C N O F Ne Na Mg Al Si P S Cl Ar K Ca Sc Ti V Cr Mn Fe Co Ni Cu Zn 
1.000000000000000000e+00 3.190584243369595785e-01 1.051185223935234808e-09 1.038257628352178460e-17 1.072124118686805460e-14 2.843079416675164516e-04 1.077725775195803327e-04 1.469637075307941724e-03 9.486324283675204338e-08 1.415896577586328413e-04 1.383362651173090232e-06 4.858757762477808085e-05 1.516605286778686837e-06 2.436502577445572373e-04 8.846792465408346356e-07 1.925640333266450137e-04 8.937735767312695802e-07 5.312160226044728497e-05 1.392720761759540850e-06 4.757788204449190452e-05 2.925613369769165439e-09 3.948716191343955792e-07 2.817307259553429361e-08 1.427262231797803157e-06 8.992204018075184368e-07 8.622525487165644926e-05 1.349686830557771301e-07 6.573390848811678930e-06 5.359658107201868571e-09 2.021045880210263785e-08
1.000000000000000000e+00 3.191331283405913211e-01 1.051032844916771357e-09 1.938568297199945488e-16 7.070215915166576700e-14 3.170475878740605094e-04 8.610369642516135335e-05 9.495886134607049939e-04 6.300519347304217177e-08 1.072900458908076447e-04 7.637181233401902223e-07 2.944346841877855015e-05 1.361173279125377540e-06 8.282938933550571859e-05 2.612370682564016712e-07 4.076356727917105499e-05 1.373052227949601234e-07 9.231929204131792530e-06 1.515779542388556159e-07 8.584126162846436993e-06 7.099313370769231319e-10 8.283872470889228564e-08 4.595961550089871102e-09 6.354665431143740831e-07 3.169850758041754194e-07 7.448035138922285932e-05 1.155621214265724775e-07 5.634991226950122346e-06 6.851541480736085358e-09 2.468693547941413370e-08
1.000000000000000000e+00 3.193123488199463011e-01 1.039168770814395235e-09 2.085894677307572655e-19 5.376055836428078048e-15 1.724466345608556116e-04 4.400665434019933900e-06 5.861799097163422276e-04 2.430294835213859297e-09 5.811898024021669630e-05 3.458691067539948474e-07 3.512620700718954286e-05 4.165930695398788050e-07 7.947844874262883087e-05 2.631634668027738959e-07 3.920947939238750507e-05 8.139114113630464707e-08 6.926805825367642542e-06 4.948487941040038736e-08 5.027743050586147905e-06 2.554899245336685448e-10 3.019853643422165415e-07 1.261028135660027555e-08 2.028002169148025818e-06 4.155061127916630630e-07 1.141227234228568726e-04 1.127776963326297631e-06 3.068177967269351993e-05 8.752249480008819735e-08 5.746821638947605733e-07
1.000000000000000000e+00 3.191242395355833872e-01 1.352067635956261916e-09 2.784955573724665651e-19 3.951204717441820792e-13 1.294886961339529767e-04 1.809307814391168830e-05 7.810403007084104187e-04 3.962934523476370409e-09 1.963387257276399598e-04 1.238513036003161066e-06 7.285604129073219447e-05 2.816529747931218775e-06 7.480755495359954401e-05 2.628715390373853823e-07 3.236588120882245715e-05 5.811371161801812539e-08 5.268896358853817034e-06 2.139170379858294907e-08 4.149116399716234641e-06 1.840153440746678123e-10 9.353079472414715367e-08 9.687061084597141556e-09 1.081637941534565707e-06 3.335176325704417739e-07 7.881856381602018774e-05 1.187579602420973267e-07 2.876412343116115606e-06 1.147981508945030872e-08 9.199382348354739555e-08
1.000000000000000000e+00 3.192625990256657276e-01 1.066326643209098784e-09 2.088840882442291050e-19 3.808115230944001342e-12 1.967129837422119953e-04 6.356501156232086266e-05 5.869836045460234989e-04 1.553251861776834539e-08 6.419421936521294079e-05 4.471643615546497527e-07 3.628294469453932034e-05 4.659042018377566680e-07 7.905759981310940380e-05 2.667751396560615404e-07 3.901718212197559095e-05 7.990736621710396066e-08 6.810357544812137932e-06 4.784465903989960256e-08 4.926490673867575737e-06 2.359645018318049261e-10 2.995048085003394759e-07 1.244413664514677766e-08 2.004269944401569687e-06 3.819046941437295592e-07 1.102427209582999292e-04 1.114288202707293313e-06 3.042750334418150890e-05 8.570104350759209516e-08 5.470862324540062193e-07
1.000000000000000000e+00 3.195570422228844465e-01 1.363709765345364373e-09 2.087308774784591842e-19 4.131436874650377480e-12 1.654198832829596418e-04 1.351647417541117109e-05 5.953157521628346356e-04 3.100102918047152984e-09 5.700353588302629746e-05 2.934814805698700292e-07 3.423554802797267938e-05 3.902240820112241333e-07 7.627931005637744299e-05 2.521543362074557831e-07 3.746762988623692485e-05 7.701163854291127201e-08 6.589184718001067467e-06 4.630808026018350002e-08 4.774915940292762989e-06 2.343450797175508310e-10 2.850164102266679168e-07 1.195506616591690606e-08 1.925066618597336349e-06 3.991108156795317817e-07 1.079011813763673850e-04 1.076855116747833359e-06 2.934786615798209129e-05 8.526380051566855374e-08 5.703816649946731760e-07
1.000000000000000000e+00 3.194981536772531494e-01 1.348568965637988967e-09 2.087340221370752764e-19 2.657482574735896108e-13 1.711158710525521398e-04 1.312080622407435969e-05 7.835368826959473012e-04 3.146072393523911182e-09 1.034925234640962925e-04 6.556185906356961202e-07 4.777915609581388469e-05 1.056769924532217636e-06 3.242409931340551498e-05 4.487004857900880871e-07 9.724020352338331763e-06 2.877854205075305820e-08 1.055994272426071449e-06 4.240411460011069880e-09 4.197756731690207573e-07 4.716134123527478173e-11 2.918353671480498450e-07 9.341320011526918171e-08 8.095937840050591484e-06 3.035126373021895715e-07 2.661770563056565581e-05 3.328212639400696439e-08 9.559146810525283524e-07 9.868553904759818318e-10 1.802370451838940985e-09
1.000000000000000000e+00 3.196118917944128501e-01 1.362321493181433959e-09 2.087329969087343255e-19 3.368727537944706633e-12 1.667590137188830653e-04 1.352838517114000484e-05 6.001264874073012397e-04 3.109921134353851731e-09 6.033922457111991889e-05 3.446150310293236974e-07 3.246671586452692850e-05 3.608754670185856569e-07 7.397142897317821443e-05 2.279448927481207535e-07 3.808289347343189659e-05 7.796368338154847665e-08 7.137762918015993711e-06 5.157611185150365040e-08 5.397499552557845371e-06 1.052867410698052493e-09 3.547484495724057633e-07 2.343606436802581937e-08 2.967701983881790175e-06 5.428621045806674369e-07 1.282412183917640042e-04 1.989615891098648972e-06 6.711706227269471968e-05 6.098466621939327853e-07 7.486909898715748305e-06
1.000000000000000000e+00 3.196730805580069723e-01 1.361039525350532405e-09 2.087323881361230188e-19 2.616812502230994024e-12 1.683391860596511003e-04 1.354217490258756085e-05 6.037116836559783392e-04 3.117249209429164893e-09 6.239509581385683644e-05 3.804117594881918642e-07 3.049736276125775586e-05 3.252567489507453003e-07 7.150696934212831014e-05 1.983882422161327058e-07 3.828021387458942481e-05 7.785967931243436001e-08 7.529762022567182556e-06 5.643012534235637053e-08 5.853680931395191619e-06 1.817963723594862033e-09 4.111750117782343516e-07 3.065714646155331667e-08 3.435892654587980027e-06 6.280561589103535966e-07 1.441824865741858869e-04 2.737524043478400522e-06 9.360668744682168788e-05 1.101406075962831315e-06 1.360675642813679902e-05
1.000000000000000000e+00 3.195232515372146698e-01 1.278542588961993973e-09 2.086931684069833961e-19 5.400985653962720103e-12 1.811417233735688418e-04 1.329459396801043024e-05 9.531751166885645259e-04 3.369583829951574118e-09 1.183870036320709115e-04 8.647409833459326681e-07 5.245638413339279258e-05 6.274360142502535603e-07 1.033463349843746402e-04 3.244814884734905728e-07 5.069445153765829665e-05 9.644376789149628918e-08 8.795113965500766324e-06 5.373841081458504023e-08 6.109587647412535219e-06 1.013895058473166865e-10 3.134018254535955565e-07 1.779987276623084753e-08 3.134335313963050930e-06 4.912533444449197410e-07 1.031822570141038630e-04 1.617002331026235442e-07 5.048845663954682358e-06 2.743161512814879672e-09 9.942993326424598611e-09
1.000000000000000000e+00 3.191085885908387376e-01 1.284893972051256131e-09 2.783632885221690116e-19 3.857424313978778409e-13 1.334561920392879591e-04 1.784083485809655282e-05 8.047242609125137506e-04 4.073133475727836476e-09 2.044585531282525916e-04 1.280466081473719430e-06 7.555392975264061317e-05 2.961239820738522674e-06 7.867399455237437229e-05 2.792719259647549430e-07 3.447772454564798173e-05 6.071632237734224856e-08 5.646759903896911124e-06 2.206759196384381477e-08 4.473250222136443530e-06 1.930044900189800466e-10 9.616198246502005437e-08 9.845960075650515728e-09 1.181900367022368257e-06 3.504317787554596193e-07 8.119731289922243046e-05 1.174894986558835455e-07 2.821254724131784851e-06 1.177257594191699314e-08 8.015072832801052452e-08
